,name,experience,employment,created_at,selary,address,type,schedule,work_schedule_by_days,working_hours
121825476,Менеджер по работе с операторами связи\аккаунт менеджер (SMS/A2P),От 1 года до 3 лет,Полная занятость,2025-10-06 T11:11:22,Не указано,"Москва, переулок Капранова, 3с4",Открытая,Полный день,5/2,8 часов
125824393,"Оператор-кассир в антикафе LOFT park, г. Алматы",Нет опыта,Полная занятость,2025-10-23 T08:44:01,9000-15000 KZT,Алматы,Открытая,Сменный график,4/2,12 часов
126084089,Кассир-оператор (видеонаблюдения) удаленно,От 1 года до 3 лет,Полная занятость,2025-10-02 T20:20:04,27000-35000 RUR,"Санкт-Петербург, 15-я линия Васильевского острова",Открытая,Удаленная работа,5/2,8 часов
126369470,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-24 T12:32:46,110000-120000 RUR,Дзержинск,Открытая,Сменный график,2/2,12 часов
126685777,Оператор чат-поддержки,Нет опыта,Частичная занятость,2025-10-24 T23:09:48,36000-58000 RUR,"Пенза, улица Максима Горького, 41А",Открытая,Удаленная работа,5/2,4 часа
126765309,Оператор ПК/Оператор базы данных,Нет опыта,Полная занятость,2025-10-21 T10:27:40,None-48000 RUR,"Саратов, 6-й Соколовогорский проезд",Открытая,Полный день,5/2,8 часов
126793173,Менеджер по работе с клиентами / Офис-менеджер / Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-21 T17:29:14,50000-60000 RUR,"Казань, улица Фатыха Амирхана, 50к3",Открытая,Полный день,5/2,8 часов
120009538,Оператор контактного центра,Нет опыта,Полная занятость,2025-10-22 T15:37:13,32850-42705 RUR,"Казань, улица Аделя Кутуя, 50",Открытая,Полный день,Другое,Другое
126771524,Оператор call-центра,Нет опыта,Полная занятость,2025-10-21 T11:52:01,1500-None BYR,"Минск, улица Кузьмы Минина, 28",Открытая,Полный день,5/2,8 часов
126853778,Оператор в интернет - магазин,От 1 года до 3 лет,Полная занятость,2025-10-23 T10:06:26,70000-None RUR,"Москва, улица Барклая, 6с5",Открытая,Полный день,5/2,8 часов
126697382,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-20 T08:03:25,85000-90000 RUR,"Тюмень, Коммунистическая улица, 70к3с1",Открытая,Сменный график,2/2,12 часов
126729387,Оператор станка лазерной резки,От 1 года до 3 лет,Полная занятость,2025-10-23 T13:26:54,120032-200000 RUR,"Москва, Волгоградский проспект, 42к5",Открытая,Полный день,5/2,8 часов
126879649,Оператор котельной,Нет опыта,Полная занятость,2025-10-23 T14:54:09,44100-None RUR,"Воронеж, Газовая улица, 26",Открытая,Полный день,5/2,8 часов
126150881,Оператор по подбору персонала,От 1 года до 3 лет,Полная занятость,2025-10-06 T04:03:38,120000-None RUR,"Москва, Волгоградский проспект, 45",Открытая,Удаленная работа,6/1,6 часов
126644099,Офис-менеджер / Оператор 1С,Нет опыта,Полная занятость,2025-10-23 T10:55:39,60000-75000 RUR,"Казань, улица Зинина, 9/23",Открытая,Полный день,5/2,7 часов
103656345,Оператор ввода данных,Нет опыта,Полная занятость,2025-10-22 T17:09:15,40000-45000 RUR,"Санкт-Петербург, улица Пестеля, 2",Открытая,Полный день,5/2,8 часов
124306154,Оператор видеонаблюдения (район Зеленого базара),Нет опыта,Полная занятость,2025-10-15 T07:28:49,300000-300000 KZT,Не указано,Открытая,Сменный график,3/3,12 часов
126782822,Оператор ПК,От 1 года до 3 лет,Полная занятость,2025-10-21 T14:41:28,70800-None RUR,Не указано,Открытая,Сменный график,2/2,11 часов
